"";"cut";"color"
"43107";"Very Good";"E"
"43108";"Ideal";"F"
"43109";"Ideal";"F"
"43110";"Ideal";"E"
"43111";"Ideal";"F"
"43112";"Ideal";"H"
"43113";"Ideal";"E"
"43114";"Ideal";"F"
"43115";"Ideal";"H"
"43116";"Very Good";"H"
"43117";"Good";"H"
"43118";"Good";"H"
"43119";"Ideal";"D"
"43120";"Premium";"D"
"43121";"Ideal";"D"
"43122";"Premium";"D"
"43123";"Premium";"D"
"43124";"Ideal";"J"
"43125";"Very Good";"E"
"43126";"Very Good";"E"
"43127";"Ideal";"H"
"43128";"Very Good";"H"
"43129";"Very Good";"D"
"43130";"Very Good";"D"
"43131";"Premium";"E"
"43132";"Premium";"H"
"43133";"Good";"E"
"43134";"Good";"F"
"43135";"Premium";"D"
"43136";"Very Good";"G"
"43137";"Good";"G"
"43138";"Ideal";"H"
"43139";"Ideal";"H"
"43140";"Good";"G"
"43141";"Ideal";"D"
"43142";"Ideal";"D"
"43143";"Premium";"D"
"43144";"Very Good";"H"
"43145";"Very Good";"H"
"43146";"Very Good";"E"
"43147";"Very Good";"E"
"43148";"Very Good";"E"
"43149";"Ideal";"F"
"43150";"Fair";"E"
"43151";"Ideal";"H"
"43152";"Ideal";"G"
"43153";"Ideal";"E"
"43154";"Ideal";"E"
"43155";"Ideal";"E"
"43156";"Good";"E"
"43157";"Premium";"G"
"43158";"Very Good";"G"
"43159";"Ideal";"G"
"43160";"Very Good";"F"
"43161";"Ideal";"F"
"43162";"Ideal";"F"
"43163";"Premium";"F"
"43164";"Ideal";"D"
"43165";"Ideal";"D"
"43166";"Ideal";"D"
"43167";"Ideal";"D"
"43168";"Ideal";"D"
"43169";"Premium";"H"
"43170";"Ideal";"H"
"43171";"Premium";"H"
"43172";"Premium";"G"
"43173";"Premium";"F"
"43174";"Premium";"I"
"43175";"Premium";"G"
"43176";"Very Good";"I"
"43177";"Good";"F"
"43178";"Ideal";"I"
"43179";"Ideal";"F"
"43180";"Very Good";"F"
"43181";"Ideal";"H"
"43182";"Very Good";"I"
"43183";"Very Good";"I"
"43184";"Very Good";"G"
"43185";"Very Good";"G"
"43186";"Very Good";"G"
"43187";"Ideal";"E"
"43188";"Very Good";"I"
"43189";"Very Good";"E"
"43190";"Ideal";"G"
"43191";"Ideal";"I"
"43192";"Ideal";"E"
"43193";"Very Good";"G"
"43194";"Ideal";"F"
"43195";"Ideal";"F"
"43196";"Ideal";"G"
"43197";"Good";"F"
"43198";"Premium";"F"
"43199";"Good";"D"
"43200";"Very Good";"E"
"43201";"Good";"G"
"43202";"Premium";"E"
"43203";"Very Good";"D"
"43204";"Premium";"H"
"43205";"Ideal";"D"
"43206";"Ideal";"G"
"43207";"Ideal";"J"
"43208";"Ideal";"G"
"43209";"Good";"E"
"43210";"Premium";"G"
"43211";"Very Good";"F"
"43212";"Very Good";"G"
"43213";"Very Good";"E"
"43214";"Ideal";"F"
"43215";"Ideal";"H"
"43216";"Ideal";"H"
"43217";"Fair";"E"
"43218";"Fair";"E"
"43219";"Good";"E"
"43220";"Ideal";"E"
"43221";"Ideal";"F"
"43222";"Premium";"G"
"43223";"Ideal";"G"
"43224";"Premium";"G"
"43225";"Ideal";"G"
"43226";"Ideal";"E"
"43227";"Ideal";"E"
"43228";"Ideal";"E"
"43229";"Premium";"E"
"43230";"Ideal";"E"
"43231";"Ideal";"E"
"43232";"Premium";"E"
"43233";"Very Good";"E"
"43234";"Very Good";"F"
"43235";"Fair";"E"
"43236";"Ideal";"F"
"43237";"Very Good";"D"
"43238";"Very Good";"G"
"43239";"Ideal";"D"
"43240";"Ideal";"D"
"43241";"Premium";"D"
"43242";"Very Good";"E"
"43243";"Ideal";"E"
"43244";"Ideal";"D"
"43245";"Ideal";"E"
"43246";"Ideal";"E"
"43247";"Ideal";"G"
"43248";"Ideal";"G"
"43249";"Premium";"D"
"43250";"Ideal";"D"
"43251";"Ideal";"G"
"43252";"Premium";"G"
"43253";"Premium";"D"
"43254";"Ideal";"E"
"43255";"Ideal";"G"
"43256";"Ideal";"E"
"43257";"Premium";"G"
"43258";"Ideal";"G"
"43259";"Ideal";"E"
"43260";"Good";"F"
"43261";"Very Good";"J"
"43262";"Very Good";"J"
"43263";"Premium";"J"
"43264";"Very Good";"J"
"43265";"Premium";"I"
"43266";"Premium";"I"
"43267";"Ideal";"I"
"43268";"Ideal";"I"
"43269";"Premium";"I"
"43270";"Premium";"I"
"43271";"Good";"I"
"43272";"Very Good";"I"
"43273";"Very Good";"I"
"43274";"Very Good";"I"
"43275";"Very Good";"I"
"43276";"Ideal";"I"
"43277";"Good";"I"
"43278";"Good";"G"
"43279";"Very Good";"G"
"43280";"Premium";"G"
"43281";"Premium";"G"
"43282";"Premium";"G"
"43283";"Premium";"F"
"43284";"Premium";"F"
"43285";"Very Good";"D"
"43286";"Ideal";"I"
"43287";"Ideal";"H"
"43288";"Ideal";"H"
"43289";"Ideal";"H"
"43290";"Ideal";"H"
"43291";"Ideal";"H"
"43292";"Very Good";"F"
"43293";"Very Good";"F"
"43294";"Very Good";"D"
"43295";"Ideal";"H"
"43296";"Ideal";"H"
"43297";"Ideal";"G"
"43298";"Ideal";"I"
"43299";"Ideal";"H"
"43300";"Ideal";"I"
"43301";"Ideal";"F"
"43302";"Fair";"I"
"43303";"Premium";"F"
"43304";"Very Good";"I"
"43305";"Ideal";"E"
"43306";"Very Good";"I"
"43307";"Very Good";"F"
"43308";"Very Good";"H"
"43309";"Very Good";"H"
"43310";"Premium";"F"
"43311";"Premium";"F"
"43312";"Good";"D"
"43313";"Ideal";"H"
"43314";"Ideal";"H"
"43315";"Ideal";"H"
"43316";"Ideal";"E"
"43317";"Ideal";"E"
"43318";"Good";"F"
"43319";"Premium";"E"
"43320";"Premium";"E"
"43321";"Very Good";"E"
"43322";"Fair";"F"
"43323";"Ideal";"E"
"43324";"Very Good";"D"
"43325";"Very Good";"F"
"43326";"Ideal";"D"
"43327";"Very Good";"F"
"43328";"Very Good";"F"
"43329";"Very Good";"G"
"43330";"Good";"F"
"43331";"Very Good";"F"
"43332";"Ideal";"F"
"43333";"Ideal";"F"
"43334";"Ideal";"G"
"43335";"Ideal";"D"
"43336";"Ideal";"E"
"43337";"Good";"E"
"43338";"Very Good";"E"
"43339";"Ideal";"I"
"43340";"Ideal";"F"
"43341";"Premium";"F"
"43342";"Premium";"F"
"43343";"Good";"F"
"43344";"Ideal";"F"
"43345";"Good";"F"
"43346";"Premium";"E"
"43347";"Ideal";"F"
"43348";"Ideal";"F"
"43349";"Ideal";"F"
"43350";"Premium";"D"
"43351";"Very Good";"E"
"43352";"Good";"E"
"43353";"Good";"E"
"43354";"Good";"E"
"43355";"Ideal";"G"
"43356";"Good";"G"
"43357";"Premium";"E"
"43358";"Very Good";"G"
"43359";"Very Good";"G"
"43360";"Very Good";"G"
"43361";"Very Good";"E"
"43362";"Good";"E"
"43363";"Very Good";"I"
"43364";"Very Good";"G"
"43365";"Ideal";"H"
"43366";"Very Good";"D"
"43367";"Ideal";"G"
"43368";"Ideal";"D"
"43369";"Ideal";"H"
"43370";"Ideal";"G"
"43371";"Ideal";"F"
"43372";"Ideal";"E"
"43373";"Very Good";"E"
"43374";"Fair";"J"
"43375";"Good";"F"
"43376";"Ideal";"E"
"43377";"Ideal";"F"
"43378";"Premium";"F"
"43379";"Premium";"F"
"43380";"Very Good";"H"
"43381";"Ideal";"E"
"43382";"Good";"G"
"43383";"Ideal";"F"
"43384";"Premium";"E"
"43385";"Ideal";"E"
"43386";"Good";"F"
"43387";"Very Good";"F"
"43388";"Very Good";"H"
"43389";"Ideal";"E"
"43390";"Ideal";"E"
"43391";"Good";"D"
"43392";"Ideal";"I"
"43393";"Ideal";"I"
"43394";"Ideal";"I"
"43395";"Ideal";"E"
"43396";"Ideal";"E"
"43397";"Fair";"D"
"43398";"Very Good";"H"
"43399";"Fair";"I"
"43400";"Premium";"F"
"43401";"Very Good";"G"
"43402";"Very Good";"F"
"43403";"Ideal";"G"
"43404";"Ideal";"G"
"43405";"Ideal";"E"
"43406";"Ideal";"H"
"43407";"Ideal";"H"
"43408";"Ideal";"D"
"43409";"Ideal";"D"
"43410";"Ideal";"D"
"43411";"Ideal";"D"
"43412";"Ideal";"H"
"43413";"Premium";"H"
"43414";"Very Good";"G"
"43415";"Ideal";"E"
"43416";"Very Good";"D"
"43417";"Ideal";"D"
"43418";"Ideal";"G"
"43419";"Ideal";"D"
"43420";"Premium";"D"
"43421";"Very Good";"H"
"43422";"Premium";"E"
"43423";"Premium";"H"
"43424";"Premium";"I"
"43425";"Fair";"G"
"43426";"Fair";"G"
"43427";"Very Good";"E"
"43428";"Very Good";"D"
"43429";"Very Good";"D"
"43430";"Very Good";"D"
"43431";"Very Good";"D"
"43432";"Very Good";"E"
"43433";"Premium";"J"
"43434";"Premium";"I"
"43435";"Ideal";"E"
"43436";"Ideal";"D"
"43437";"Good";"F"
"43438";"Premium";"G"
"43439";"Ideal";"F"
"43440";"Premium";"F"
"43441";"Good";"G"
"43442";"Ideal";"E"
"43443";"Premium";"E"
"43444";"Premium";"E"
"43445";"Premium";"E"
"43446";"Premium";"E"
"43447";"Premium";"E"
"43448";"Good";"E"
"43449";"Ideal";"E"
"43450";"Premium";"E"
"43451";"Very Good";"E"
"43452";"Very Good";"E"
"43453";"Good";"E"
"43454";"Very Good";"E"
"43455";"Premium";"G"
"43456";"Premium";"E"
"43457";"Premium";"G"
"43458";"Ideal";"H"
"43459";"Very Good";"G"
"43460";"Very Good";"E"
"43461";"Very Good";"E"
"43462";"Very Good";"F"
"43463";"Ideal";"I"
"43464";"Ideal";"H"
"43465";"Ideal";"G"
"43466";"Ideal";"G"
"43467";"Ideal";"G"
"43468";"Very Good";"F"
"43469";"Ideal";"F"
"43470";"Ideal";"E"
"43471";"Very Good";"D"
"43472";"Ideal";"D"
"43473";"Ideal";"D"
"43474";"Ideal";"E"
"43475";"Good";"E"
"43476";"Good";"F"
"43477";"Very Good";"G"
"43478";"Very Good";"D"
"43479";"Premium";"E"
"43480";"Premium";"E"
"43481";"Fair";"G"
"43482";"Premium";"E"
"43483";"Very Good";"E"
"43484";"Ideal";"G"
"43485";"Ideal";"F"
"43486";"Ideal";"H"
"43487";"Ideal";"G"
"43488";"Premium";"F"
"43489";"Ideal";"H"
"43490";"Ideal";"H"
"43491";"Premium";"F"
"43492";"Premium";"F"
"43493";"Premium";"F"
"43494";"Premium";"G"
"43495";"Ideal";"E"
"43496";"Good";"G"
"43497";"Premium";"E"
"43498";"Good";"G"
"43499";"Ideal";"G"
"43500";"Very Good";"D"
"43501";"Ideal";"E"
"43502";"Good";"E"
"43503";"Ideal";"F"
"43504";"Ideal";"F"
"43505";"Premium";"F"
"43506";"Ideal";"F"
"43507";"Premium";"F"
"43508";"Ideal";"F"
"43509";"Very Good";"G"
"43510";"Very Good";"G"
"43511";"Very Good";"G"
"43512";"Good";"D"
"43513";"Very Good";"F"
"43514";"Ideal";"I"
"43515";"Good";"D"
"43516";"Very Good";"F"
"43517";"Very Good";"E"
"43518";"Good";"E"
"43519";"Ideal";"F"
"43520";"Ideal";"F"
"43521";"Ideal";"F"
"43522";"Ideal";"G"
"43523";"Very Good";"F"
"43524";"Very Good";"D"
"43525";"Ideal";"G"
"43526";"Ideal";"D"
"43527";"Very Good";"H"
"43528";"Very Good";"E"
"43529";"Very Good";"E"
"43530";"Good";"F"
"43531";"Ideal";"E"
"43532";"Premium";"E"
"43533";"Very Good";"E"
"43534";"Ideal";"H"
"43535";"Ideal";"H"
"43536";"Ideal";"H"
"43537";"Ideal";"G"
"43538";"Ideal";"I"
"43539";"Ideal";"D"
"43540";"Ideal";"D"
"43541";"Good";"I"
"43542";"Good";"F"
"43543";"Ideal";"G"
"43544";"Premium";"F"
"43545";"Premium";"D"
"43546";"Ideal";"H"
"43547";"Premium";"F"
"43548";"Premium";"H"
"43549";"Very Good";"H"
"43550";"Very Good";"D"
"43551";"Good";"G"
"43552";"Ideal";"F"
"43553";"Ideal";"H"
"43554";"Ideal";"G"
"43555";"Ideal";"D"
"43556";"Ideal";"D"
"43557";"Ideal";"E"
"43558";"Ideal";"E"
"43559";"Premium";"E"
"43560";"Good";"D"
"43561";"Good";"D"
"43562";"Good";"F"
"43563";"Fair";"G"
"43564";"Ideal";"F"
"43565";"Ideal";"G"
"43566";"Ideal";"D"
"43567";"Ideal";"D"
"43568";"Ideal";"G"
"43569";"Ideal";"G"
"43570";"Ideal";"G"
"43571";"Ideal";"G"
"43572";"Ideal";"G"
"43573";"Premium";"E"
"43574";"Ideal";"E"
"43575";"Ideal";"E"
"43576";"Ideal";"E"
"43577";"Ideal";"E"
"43578";"Premium";"E"
"43579";"Premium";"E"
"43580";"Ideal";"E"
"43581";"Ideal";"E"
"43582";"Ideal";"E"
"43583";"Premium";"D"
"43584";"Fair";"D"
"43585";"Fair";"D"
"43586";"Good";"D"
"43587";"Very Good";"E"
"43588";"Premium";"H"
"43589";"Ideal";"E"
"43590";"Ideal";"F"
"43591";"Ideal";"H"
"43592";"Ideal";"H"
"43593";"Ideal";"H"
"43594";"Ideal";"H"
"43595";"Ideal";"H"
"43596";"Ideal";"G"
"43597";"Ideal";"I"
"43598";"Ideal";"I"
"43599";"Ideal";"I"
"43600";"Ideal";"H"
"43601";"Ideal";"G"
"43602";"Very Good";"E"
"43603";"Good";"G"
"43604";"Good";"E"
"43605";"Good";"G"
"43606";"Very Good";"E"
"43607";"Premium";"D"
"43608";"Premium";"G"
"43609";"Very Good";"G"
"43610";"Ideal";"G"
"43611";"Very Good";"D"
"43612";"Good";"G"
"43613";"Premium";"D"
"43614";"Very Good";"E"
"43615";"Premium";"D"
"43616";"Good";"G"
"43617";"Very Good";"G"
"43618";"Ideal";"H"
"43619";"Ideal";"G"
"43620";"Ideal";"G"
"43621";"Ideal";"F"
"43622";"Premium";"F"
"43623";"Very Good";"G"
"43624";"Ideal";"G"
"43625";"Ideal";"E"
"43626";"Ideal";"G"
"43627";"Ideal";"E"
"43628";"Premium";"G"
"43629";"Very Good";"E"
"43630";"Premium";"G"
"43631";"Premium";"G"
"43632";"Premium";"G"
"43633";"Ideal";"E"
"43634";"Ideal";"G"
"43635";"Very Good";"E"
"43636";"Premium";"E"
"43637";"Very Good";"E"
"43638";"Ideal";"E"
"43639";"Ideal";"G"
"43640";"Premium";"F"
"43641";"Good";"F"
"43642";"Premium";"F"
"43643";"Good";"D"
"43644";"Ideal";"F"
"43645";"Good";"F"
"43646";"Premium";"D"
"43647";"Premium";"H"
"43648";"Premium";"G"
"43649";"Good";"E"
"43650";"Ideal";"E"
"43651";"Ideal";"I"
"43652";"Ideal";"H"
"43653";"Ideal";"H"
"43654";"Ideal";"H"
"43655";"Ideal";"H"
"43656";"Fair";"E"
"43657";"Premium";"G"
"43658";"Fair";"J"
"43659";"Very Good";"F"
"43660";"Ideal";"E"
"43661";"Good";"D"
"43662";"Premium";"F"
"43663";"Very Good";"D"
"43664";"Ideal";"F"
"43665";"Very Good";"D"
"43666";"Ideal";"F"
"43667";"Very Good";"D"
"43668";"Good";"F"
"43669";"Ideal";"F"
"43670";"Good";"F"
"43671";"Very Good";"F"
"43672";"Premium";"D"
"43673";"Very Good";"D"
"43674";"Very Good";"D"
"43675";"Very Good";"F"
"43676";"Very Good";"D"
"43677";"Ideal";"F"
"43678";"Premium";"F"
"43679";"Very Good";"F"
"43680";"Good";"F"
"43681";"Very Good";"F"
"43682";"Ideal";"F"
"43683";"Premium";"F"
"43684";"Good";"D"
"43685";"Good";"F"
"43686";"Very Good";"D"
"43687";"Good";"D"
"43688";"Good";"F"
"43689";"Good";"D"
"43690";"Very Good";"D"
"43691";"Very Good";"F"
"43692";"Good";"F"
"43693";"Very Good";"D"
"43694";"Premium";"F"
"43695";"Very Good";"F"
"43696";"Premium";"F"
"43697";"Good";"D"
"43698";"Good";"F"
"43699";"Very Good";"D"
"43700";"Good";"D"
"43701";"Very Good";"F"
"43702";"Very Good";"F"
"43703";"Very Good";"H"
"43704";"Good";"E"
"43705";"Ideal";"D"
"43706";"Fair";"I"
"43707";"Very Good";"F"
"43708";"Premium";"E"
"43709";"Premium";"E"
"43710";"Premium";"G"
"43711";"Ideal";"I"
"43712";"Ideal";"G"
"43713";"Ideal";"E"
"43714";"Ideal";"E"
"43715";"Good";"G"
"43716";"Fair";"I"
"43717";"Very Good";"H"
"43718";"Very Good";"D"
"43719";"Very Good";"E"
"43720";"Very Good";"G"
"43721";"Very Good";"G"
"43722";"Ideal";"H"
"43723";"Ideal";"E"
"43724";"Very Good";"G"
"43725";"Very Good";"G"
"43726";"Very Good";"G"
"43727";"Ideal";"E"
"43728";"Very Good";"G"
"43729";"Ideal";"H"
"43730";"Ideal";"H"
"43731";"Very Good";"G"
"43732";"Ideal";"H"
"43733";"Ideal";"E"
"43734";"Ideal";"G"
"43735";"Very Good";"E"
"43736";"Very Good";"G"
"43737";"Very Good";"G"
"43738";"Very Good";"E"
"43739";"Very Good";"E"
"43740";"Ideal";"E"
"43741";"Ideal";"G"
"43742";"Good";"H"
"43743";"Very Good";"G"
"43744";"Ideal";"E"
"43745";"Very Good";"E"
"43746";"Very Good";"E"
"43747";"Premium";"G"
"43748";"Very Good";"E"
"43749";"Premium";"G"
"43750";"Ideal";"E"
"43751";"Very Good";"G"
"43752";"Very Good";"D"
"43753";"Ideal";"E"
"43754";"Ideal";"E"
"43755";"Premium";"I"
"43756";"Ideal";"F"
"43757";"Ideal";"F"
"43758";"Premium";"F"
"43759";"Ideal";"F"
"43760";"Ideal";"F"
"43761";"Ideal";"F"
"43762";"Ideal";"F"
"43763";"Ideal";"G"
"43764";"Ideal";"F"
"43765";"Ideal";"F"
"43766";"Ideal";"F"
"43767";"Ideal";"F"
"43768";"Ideal";"H"
"43769";"Premium";"H"
"43770";"Very Good";"H"
"43771";"Premium";"G"
"43772";"Premium";"H"
"43773";"Very Good";"F"
"43774";"Very Good";"E"
"43775";"Very Good";"E"
"43776";"Ideal";"E"
"43777";"Good";"I"
"43778";"Good";"H"
"43779";"Fair";"D"
"43780";"Ideal";"D"
"43781";"Ideal";"G"
"43782";"Ideal";"F"
"43783";"Ideal";"G"
"43784";"Ideal";"G"
"43785";"Ideal";"G"
"43786";"Ideal";"G"
"43787";"Ideal";"F"
"43788";"Premium";"G"
"43789";"Ideal";"G"
"43790";"Premium";"G"
"43791";"Very Good";"F"
"43792";"Ideal";"G"
"43793";"Very Good";"F"
"43794";"Very Good";"D"
"43795";"Good";"J"
"43796";"Ideal";"E"
"43797";"Ideal";"H"
"43798";"Ideal";"H"
"43799";"Ideal";"F"
"43800";"Ideal";"I"
"43801";"Ideal";"G"
"43802";"Ideal";"F"
"43803";"Ideal";"D"
"43804";"Ideal";"D"
"43805";"Ideal";"G"
"43806";"Very Good";"G"
"43807";"Ideal";"G"
"43808";"Premium";"H"
"43809";"Premium";"G"
"43810";"Ideal";"G"
"43811";"Premium";"G"
"43812";"Good";"G"
"43813";"Ideal";"E"
"43814";"Ideal";"E"
"43815";"Ideal";"E"
"43816";"Premium";"E"
"43817";"Premium";"E"
"43818";"Ideal";"E"
"43819";"Ideal";"E"
"43820";"Good";"E"
"43821";"Premium";"E"
"43822";"Ideal";"E"
"43823";"Very Good";"E"
"43824";"Good";"E"
"43825";"Very Good";"E"
"43826";"Premium";"E"
"43827";"Premium";"E"
"43828";"Very Good";"G"
"43829";"Good";"F"
"43830";"Ideal";"E"
"43831";"Premium";"D"
"43832";"Very Good";"I"
"43833";"Very Good";"I"
"43834";"Ideal";"H"
"43835";"Premium";"G"
"43836";"Very Good";"G"
"43837";"Very Good";"G"
"43838";"Very Good";"E"
"43839";"Very Good";"H"
"43840";"Very Good";"D"
"43841";"Ideal";"H"
"43842";"Ideal";"F"
"43843";"Ideal";"F"
"43844";"Ideal";"H"
"43845";"Ideal";"G"
"43846";"Ideal";"F"
"43847";"Fair";"F"
"43848";"Premium";"G"
"43849";"Good";"F"
"43850";"Good";"F"
"43851";"Good";"E"
"43852";"Good";"D"
"43853";"Very Good";"I"
"43854";"Ideal";"E"
"43855";"Premium";"G"
"43856";"Ideal";"G"
"43857";"Ideal";"I"
"43858";"Ideal";"F"
"43859";"Very Good";"F"
"43860";"Very Good";"G"
"43861";"Premium";"D"
"43862";"Ideal";"G"
"43863";"Ideal";"G"
"43864";"Ideal";"G"
"43865";"Ideal";"G"
"43866";"Ideal";"G"
"43867";"Ideal";"G"
"43868";"Ideal";"H"
"43869";"Ideal";"H"
"43870";"Very Good";"F"
"43871";"Very Good";"G"
"43872";"Ideal";"H"
"43873";"Ideal";"G"
"43874";"Very Good";"G"
"43875";"Ideal";"E"
"43876";"Ideal";"F"
"43877";"Premium";"F"
"43878";"Very Good";"E"
"43879";"Very Good";"E"
"43880";"Very Good";"D"
"43881";"Very Good";"F"
"43882";"Ideal";"I"
"43883";"Very Good";"E"
"43884";"Ideal";"G"
"43885";"Ideal";"H"
"43886";"Ideal";"H"
"43887";"Ideal";"I"
"43888";"Very Good";"D"
"43889";"Ideal";"I"
"43890";"Ideal";"H"
"43891";"Ideal";"H"
"43892";"Ideal";"G"
"43893";"Ideal";"D"
"43894";"Ideal";"D"
"43895";"Ideal";"J"
"43896";"Ideal";"I"
"43897";"Ideal";"I"
"43898";"Premium";"G"
"43899";"Ideal";"H"
"43900";"Ideal";"H"
"43901";"Ideal";"H"
"43902";"Ideal";"F"
"43903";"Ideal";"I"
"43904";"Ideal";"G"
"43905";"Ideal";"H"
"43906";"Ideal";"H"
"43907";"Very Good";"E"
"43908";"Very Good";"D"
"43909";"Very Good";"D"
"43910";"Ideal";"H"
"43911";"Good";"E"
"43912";"Premium";"I"
"43913";"Good";"H"
"43914";"Good";"F"
"43915";"Ideal";"H"
"43916";"Ideal";"H"
"43917";"Ideal";"J"
"43918";"Ideal";"I"
"43919";"Ideal";"I"
"43920";"Premium";"E"
"43921";"Premium";"E"
"43922";"Premium";"J"
"43923";"Very Good";"D"
"43924";"Ideal";"H"
"43925";"Ideal";"H"
"43926";"Ideal";"G"
"43927";"Ideal";"H"
"43928";"Ideal";"H"
"43929";"Ideal";"I"
"43930";"Ideal";"I"
"43931";"Ideal";"I"
"43932";"Ideal";"I"
"43933";"Ideal";"I"
"43934";"Ideal";"H"
"43935";"Ideal";"F"
"43936";"Good";"G"
"43937";"Premium";"D"
"43938";"Very Good";"D"
"43939";"Good";"D"
"43940";"Good";"D"
"43941";"Good";"D"
"43942";"Ideal";"H"
"43943";"Ideal";"H"
"43944";"Ideal";"H"
"43945";"Ideal";"E"
"43946";"Ideal";"E"
"43947";"Ideal";"E"
"43948";"Ideal";"E"
"43949";"Ideal";"E"
"43950";"Ideal";"E"
"43951";"Premium";"F"
"43952";"Very Good";"F"
"43953";"Good";"F"
"43954";"Very Good";"F"
"43955";"Very Good";"F"
"43956";"Good";"F"
"43957";"Ideal";"F"
"43958";"Good";"F"
"43959";"Premium";"F"
"43960";"Ideal";"F"
"43961";"Ideal";"H"
"43962";"Ideal";"H"
"43963";"Ideal";"G"
"43964";"Good";"F"
"43965";"Premium";"H"
"43966";"Good";"H"
"43967";"Very Good";"H"
"43968";"Ideal";"G"
"43969";"Very Good";"E"
"43970";"Very Good";"F"
"43971";"Very Good";"F"
"43972";"Very Good";"F"
"43973";"Very Good";"E"
"43974";"Ideal";"H"
"43975";"Ideal";"I"
"43976";"Ideal";"I"
"43977";"Ideal";"G"
"43978";"Premium";"F"
"43979";"Premium";"E"
"43980";"Very Good";"H"
"43981";"Very Good";"H"
"43982";"Ideal";"J"
"43983";"Very Good";"J"
"43984";"Very Good";"H"
"43985";"Ideal";"G"
"43986";"Ideal";"G"
"43987";"Ideal";"G"
"43988";"Good";"G"
"43989";"Premium";"F"
"43990";"Premium";"E"
"43991";"Very Good";"J"
"43992";"Premium";"J"
"43993";"Very Good";"F"
"43994";"Very Good";"F"
"43995";"Ideal";"I"
"43996";"Good";"J"
"43997";"Ideal";"I"
"43998";"Good";"F"
"43999";"Premium";"I"
"44000";"Ideal";"J"
"44001";"Good";"G"
"44002";"Good";"G"
"44003";"Good";"I"
"44004";"Good";"I"
"44005";"Premium";"J"
"44006";"Good";"J"
"44007";"Very Good";"I"
"44008";"Very Good";"G"
"44009";"Very Good";"F"
"44010";"Premium";"F"
"44011";"Premium";"G"
"44012";"Ideal";"G"
"44013";"Premium";"G"
"44014";"Premium";"G"
"44015";"Premium";"G"
"44016";"Ideal";"G"
"44017";"Premium";"G"
"44018";"Premium";"G"
"44019";"Ideal";"E"
"44020";"Premium";"E"
"44021";"Ideal";"E"
"44022";"Premium";"E"
"44023";"Ideal";"E"
"44024";"Ideal";"E"
"44025";"Ideal";"E"
"44026";"Ideal";"E"
"44027";"Premium";"E"
"44028";"Ideal";"E"
"44029";"Ideal";"E"
"44030";"Premium";"E"
"44031";"Premium";"G"
"44032";"Very Good";"E"
"44033";"Good";"J"
"44034";"Ideal";"D"
"44035";"Ideal";"D"
"44036";"Very Good";"D"
"44037";"Ideal";"D"
"44038";"Premium";"F"
"44039";"Ideal";"D"
"44040";"Fair";"G"
"44041";"Very Good";"H"
"44042";"Very Good";"H"
"44043";"Ideal";"D"
"44044";"Very Good";"G"
"44045";"Ideal";"G"
"44046";"Good";"F"
"44047";"Premium";"D"
"44048";"Very Good";"E"
"44049";"Very Good";"E"
"44050";"Good";"D"
"44051";"Ideal";"G"
"44052";"Ideal";"E"
"44053";"Ideal";"G"
"44054";"Ideal";"J"
"44055";"Very Good";"F"
"44056";"Very Good";"F"
"44057";"Very Good";"F"
"44058";"Very Good";"F"
"44059";"Ideal";"H"
"44060";"Premium";"E"
"44061";"Very Good";"E"
"44062";"Ideal";"E"
"44063";"Ideal";"E"
"44064";"Ideal";"E"
"44065";"Premium";"D"
"44066";"Good";"D"
"44067";"Very Good";"F"
"44068";"Very Good";"G"
"44069";"Ideal";"E"
"44070";"Ideal";"E"
"44071";"Ideal";"E"
"44072";"Ideal";"E"
"44073";"Premium";"E"
"44074";"Very Good";"H"
"44075";"Premium";"E"
"44076";"Premium";"G"
"44077";"Ideal";"I"
"44078";"Very Good";"F"
"44079";"Very Good";"D"
"44080";"Ideal";"D"
"44081";"Very Good";"E"
"44082";"Very Good";"E"
"44083";"Very Good";"F"
"44084";"Very Good";"F"
"44085";"Very Good";"G"
"44086";"Good";"E"
"44087";"Very Good";"G"
"44088";"Ideal";"E"
"44089";"Ideal";"E"
"44090";"Ideal";"E"
"44091";"Ideal";"H"
"44092";"Ideal";"H"
"44093";"Good";"E"
"44094";"Very Good";"G"
"44095";"Very Good";"D"
"44096";"Ideal";"E"
"44097";"Ideal";"E"
"44098";"Premium";"E"
"44099";"Premium";"F"
"44100";"Very Good";"G"
"44101";"Good";"I"
"44102";"Premium";"G"
"44103";"Ideal";"E"
"44104";"Premium";"I"
"44105";"Ideal";"G"
"44106";"Premium";"G"
"44107";"Very Good";"H"
"44108";"Ideal";"G"
"44109";"Ideal";"G"
"44110";"Ideal";"G"
"44111";"Very Good";"F"
"44112";"Ideal";"H"
"44113";"Ideal";"G"
"44114";"Ideal";"G"
"44115";"Premium";"F"
"44116";"Ideal";"E"
"44117";"Very Good";"E"
"44118";"Very Good";"E"
"44119";"Very Good";"E"
"44120";"Premium";"E"
"44121";"Very Good";"E"
"44122";"Ideal";"E"
"44123";"Very Good";"E"
"44124";"Premium";"E"
"44125";"Premium";"G"
"44126";"Premium";"E"
"44127";"Ideal";"E"
"44128";"Premium";"E"
"44129";"Very Good";"G"
"44130";"Ideal";"H"
"44131";"Ideal";"E"
"44132";"Ideal";"G"
"44133";"Very Good";"H"
"44134";"Very Good";"H"
"44135";"Very Good";"E"
"44136";"Good";"E"
